crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Coconut ,2002,Whole Year ,Assam,20919.0,160277000,1980401.73,5229.75,6959.633043,22.58,1852.95,76.52,60,18,38,5.8
Jute,2002,Kharif     ,Assam,67915.0,690619,6429513.05,16978.75,9.963478261,22.58,1852.95,76.52,60,18,38,5.8
Potato,2002,Whole Year ,Assam,75486.0,589916,7146259.62,18871.5,7.566956522,22.58,1852.95,76.52,60,18,38,5.8
Sugarcane,2002,Whole Year ,Assam,25152.0,916076,2381139.84,6288.0,37.02130435,22.58,1852.95,76.52,60,18,38,5.8
Banana,2002,Whole Year ,Goa,2116.0,15743,200321.72,529.0,7.44,27.57,1481.74,72.96,65,25,45,6.2
Coconut ,2002,Whole Year ,Goa,25068.0,122020000,2373187.56,6267.0,4867.56,27.57,1481.74,72.96,65,25,45,6.2
Sugarcane,2002,Whole Year ,Goa,1188.0,65470,112467.96,297.0,55.11,27.57,1481.74,72.96,65,25,45,6.2
Banana,2002,Whole Year ,Kerala,55668.0,421809,5270089.56,13917.0,8.055714286,27.05,1520.73,78.88,65,28,50,5.7
Coconut ,2002,Whole Year ,Kerala,899198.0,5709000000,85127074.66,224799.5,5969.78,27.05,1520.73,78.88,65,28,50,5.7
Garlic,2002,Whole Year ,Kerala,616.0,10472,58316.72,154.0,17.0,27.05,1520.73,78.88,65,28,50,5.7
Sugarcane,2002,Whole Year ,Kerala,3758.0,312830,355769.86,939.5,88.46083333,27.05,1520.73,78.88,65,28,50,5.7
Sweet potato,2002,Whole Year ,Kerala,850.0,10463,80469.5,212.5,11.46928571,27.05,1520.73,78.88,65,28,50,5.7
Tapioca,2002,Whole Year ,Kerala,104179.0,2413217,9862625.93,26044.75,24.47785714,27.05,1520.73,78.88,65,28,50,5.7
Tobacco,2002,Whole Year ,Kerala,90.0,501,8520.3,22.5,5.57,27.05,1520.73,78.88,65,28,50,5.7
Banana,2002,Whole Year ,Tamil Nadu,76771.0,2836916,7267910.57,19192.75,34.81964286,28.13,1046.29,71.59,80,38,30,6.6
Coconut ,2002,Whole Year ,Tamil Nadu,345825.0,2860700000,32739252.75,86456.25,8497.531111,28.13,1046.29,71.59,80,38,30,6.6
Garlic,2002,Whole Year ,Tamil Nadu,565.0,3378,53488.55,141.25,5.69,28.13,1046.29,71.59,80,38,30,6.6
Ginger,2002,Whole Year ,Tamil Nadu,416.0,6665,39382.72,104.0,16.00888889,28.13,1046.29,71.59,80,38,30,6.6
Onion,2002,Whole Year ,Tamil Nadu,23492.0,198715,2223987.64,5873.0,8.54625,28.13,1046.29,71.59,80,38,30,6.6
Potato,2002,Whole Year ,Tamil Nadu,4537.0,73362,429517.79,1134.25,18.3475,28.13,1046.29,71.59,80,38,30,6.6
Sugarcane,2002,Whole Year ,Tamil Nadu,261416.0,24165390,24748252.72,65354.0,89.04185185,28.13,1046.29,71.59,80,38,30,6.6
Sweet potato,2002,Whole Year ,Tamil Nadu,814.0,11121,77061.38,203.5,13.8292,28.13,1046.29,71.59,80,38,30,6.6
Tapioca,2002,Whole Year ,Tamil Nadu,67951.0,2146534,6432921.17,16987.75,32.53576923,28.13,1046.29,71.59,80,38,30,6.6
Coconut ,2002,Whole Year ,West Bengal,24976.0,324194500,2364477.92,6244.0,12229.29167,25.82,1391.99,74.07,85,40,45,6.2
Jute,2002,Kharif     ,West Bengal,636066.0,8505522,60216368.22,159016.5,14.35235294,25.82,1391.99,74.07,85,40,45,6.2
Mesta,2002,Kharif     ,West Bengal,8216.0,72572,777808.72,2054.0,10.04,25.82,1391.99,74.07,85,40,45,6.2
Potato,2002,Summer     ,West Bengal,2395.0,30807,226734.65,598.75,12.86,25.82,1391.99,74.07,85,40,45,6.2
Potato,2002,Winter     ,West Bengal,346906.0,6871659,32841591.02,86726.5,20.73388889,25.82,1391.99,74.07,85,40,45,6.2
Sannhamp,2002,Whole Year ,West Bengal,1374.0,6918,130076.58,343.5,5.218571429,25.82,1391.99,74.07,85,40,45,6.2
Sugarcane,2002,Whole Year ,West Bengal,19460.0,1281276,1842278.2,4865.0,64.52933333,25.82,1391.99,74.07,85,40,45,6.2
Banana,2003,Whole Year ,Andhra Pradesh,38714.0,515379,3831911.72,9291.36,15.68263158,28.31,857.23,68.83,78,45,22,6.8
Coconut ,2003,Whole Year ,Andhra Pradesh,103965.0,1195079360,10290455.7,24951.6,9524.628235,28.31,857.23,68.83,78,45,22,6.8
Maize,2003,Rabi       ,Andhra Pradesh,162802.0,805284,16114141.96,39072.48,5.081818182,28.31,857.23,68.83,78,45,22,6.8
Mesta,2003,Kharif     ,Andhra Pradesh,59177.0,470198,5857339.46,14202.48,7.792857143,28.31,857.23,68.83,78,45,22,6.8
Onion,2003,Kharif     ,Andhra Pradesh,16862.0,234546,1669000.76,4046.88,12.80157895,28.31,857.23,68.83,78,45,22,6.8
Onion,2003,Rabi       ,Andhra Pradesh,12187.0,284935,1206269.26,2924.88,19.88333333,28.31,857.23,68.83,78,45,22,6.8
Potato,2003,Whole Year ,Andhra Pradesh,2648.0,24049,262099.04,635.52,9.045,28.31,857.23,68.83,78,45,22,6.8
Sugarcane,2003,Whole Year ,Andhra Pradesh,208969.0,15069824,20683751.62,50152.56,74.48380952,28.31,857.23,68.83,78,45,22,6.8
Sweet potato,2003,Whole Year ,Andhra Pradesh,1263.0,9130,125011.74,303.12,7.32,28.31,857.23,68.83,78,45,22,6.8
Tapioca,2003,Whole Year ,Andhra Pradesh,19456.0,122145,1925754.88,4669.44,6.29,28.31,857.23,68.83,78,45,22,6.8
Banana,2003,Whole Year ,Assam,42982.0,594645,4254358.36,10315.68,13.78478261,22.45,2076.0,78.5,60,18,38,5.8
Coconut ,2003,Whole Year ,Assam,21309.0,154284000,2109164.82,5114.16,6763.011739,22.45,2076.0,78.5,60,18,38,5.8
Jute,2003,Kharif     ,Assam,64027.0,665268,6337392.46,15366.48,10.2626087,22.45,2076.0,78.5,60,18,38,5.8
Potato,2003,Whole Year ,Assam,77894.0,543070,7709948.12,18694.56,6.471304348,22.45,2076.0,78.5,60,18,38,5.8
Sugarcane,2003,Whole Year ,Assam,25431.0,981360,2517160.38,6103.44,37.43217391,22.45,2076.0,78.5,60,18,38,5.8
Banana,2003,Whole Year ,Goa,2179.0,16900,215677.42,522.96,7.76,27.88,1413.96,71.8,65,25,45,6.2
Coconut ,2003,Whole Year ,Goa,25110.0,122220000,2485387.8,6026.4,4867.38,27.88,1413.96,71.8,65,25,45,6.2
Sugarcane,2003,Whole Year ,Goa,1210.0,57607,119765.8,290.4,47.61,27.88,1413.96,71.8,65,25,45,6.2
Banana,2003,Whole Year ,Karnataka,33220.0,431463,3288115.6,7972.8,14.36222222,24.36,630.03,64.73,72,42,25,6.9
Coconut ,2003,Whole Year ,Karnataka,375957.0,1529139000,37212223.86,90229.68,4165.193333,24.36,630.03,64.73,72,42,25,6.9
Ginger,2003,Kharif     ,Karnataka,8281.0,108540,819653.38,1987.44,12.818125,24.36,630.03,64.73,72,42,25,6.9
Onion,2003,Whole Year ,Karnataka,101221.0,360469,10018854.58,24293.04,6.0956,24.36,630.03,64.73,72,42,25,6.9
Potato,2003,Whole Year ,Karnataka,53076.0,342752,5253462.48,12738.24,9.008666667,24.36,630.03,64.73,72,42,25,6.9
Sugarcane,2003,Whole Year ,Karnataka,243341.0,16015440,24085892.18,58401.84,72.1276,24.36,630.03,64.73,72,42,25,6.9
Sweet potato,2003,Whole Year ,Karnataka,3580.0,28718,354348.4,859.2,6.229333333,24.36,630.03,64.73,72,42,25,6.9
Tapioca,2003,Whole Year ,Karnataka,1058.0,8357,104720.84,253.92,9.595714286,24.36,630.03,64.73,72,42,25,6.9
Banana,2003,Whole Year ,Kerala,55906.0,442220,5533575.88,13417.44,8.215,27.08,1542.25,79.55,65,28,50,5.7
Coconut ,2003,Whole Year ,Kerala,898498.0,5876000000,88933332.04,215639.52,6097.778571,27.08,1542.25,79.55,65,28,50,5.7
Garlic,2003,Whole Year ,Kerala,638.0,10846,63149.24,153.12,17.0,27.08,1542.25,79.55,65,28,50,5.7
Sugarcane,2003,Whole Year ,Kerala,3535.0,290980,349894.3,848.4,82.35,27.08,1542.25,79.55,65,28,50,5.7
Sweet potato,2003,Whole Year ,Kerala,1002.0,11981,99177.96,240.48,11.52307692,27.08,1542.25,79.55,65,28,50,5.7
Tapioca,2003,Whole Year ,Kerala,94297.0,2540790,9333517.06,22631.28,28.62785714,27.08,1542.25,79.55,65,28,50,5.7
Tobacco,2003,Whole Year ,Kerala,76.0,423,7522.48,18.24,5.57,27.08,1542.25,79.55,65,28,50,5.7
Banana,2003,Whole Year ,Meghalaya,5628.0,66875,557059.44,1350.72,10.92714286,17.73,2608.08,82.11,52,16,33,5.6
Ginger,2003,Kharif     ,Meghalaya,8982.0,49215,889038.36,2155.68,6.782857143,17.73,2608.08,82.11,52,16,33,5.6
Jute,2003,Kharif     ,Meghalaya,4043.0,35699,400176.14,970.32,7.026666667,17.73,2608.08,82.11,52,16,33,5.6
Potato,2003,Whole Year ,Meghalaya,18035.0,149428,1785104.3,4328.4,7.241428571,17.73,2608.08,82.11,52,16,33,5.6
Tapioca,2003,Whole Year ,Meghalaya,3974.0,20588,393346.52,953.76,6.367142857,17.73,2608.08,82.11,52,16,33,5.6
Turmeric,2003,Whole Year ,Meghalaya,1561.0,8656,154507.78,374.64,5.471428571,17.73,2608.08,82.11,52,16,33,5.6
Banana,2003,Whole Year ,Puducherry,280.0,10095,27714.4,67.2,26.56,28.24,842.18,74.41,88,55,40,7.0
Coconut ,2003,Whole Year ,Puducherry,2252.0,30732000,222902.96,540.48,12300.735,28.24,842.18,74.41,88,55,40,7.0
Onion,2003,Whole Year ,Puducherry,7.0,100,692.86,1.68,8.75,28.24,842.18,74.41,88,55,40,7.0
Sugarcane,2003,Whole Year ,Puducherry,1733.0,146675,171532.34,415.92,54.985,28.24,842.18,74.41,88,55,40,7.0
Tapioca,2003,Whole Year ,Puducherry,567.0,16716,56121.66,136.08,20.005,28.24,842.18,74.41,88,55,40,7.0
Banana,2003,Whole Year ,Tamil Nadu,71088.0,2514729,7036290.24,17061.12,34.52965517,28.23,895.93,70.97,80,38,30,6.6
Coconut ,2003,Whole Year ,Tamil Nadu,352710.0,2560500000,34911235.8,84650.4,7781.805714,28.23,895.93,70.97,80,38,30,6.6
Garlic,2003,Whole Year ,Tamil Nadu,595.0,3411,58893.1,142.8,5.54,28.23,895.93,70.97,80,38,30,6.6
Ginger,2003,Kharif     ,Tamil Nadu,395.0,5599,39097.1,94.8,14.11833333,28.23,895.93,70.97,80,38,30,6.6
Onion,2003,Whole Year ,Tamil Nadu,23452.0,211173,2321278.96,5628.48,8.768076923,28.23,895.93,70.97,80,38,30,6.6
Potato,2003,Whole Year ,Tamil Nadu,4341.0,70103,429672.18,1041.84,17.054,28.23,895.93,70.97,80,38,30,6.6
Sugarcane,2003,Whole Year ,Tamil Nadu,192069.0,19529277,19010989.62,46096.56,96.11384615,28.23,895.93,70.97,80,38,30,6.6
Sweet potato,2003,Whole Year ,Tamil Nadu,1039.0,15049,102840.22,249.36,14.55,28.23,895.93,70.97,80,38,30,6.6
Tapioca,2003,Whole Year ,Tamil Nadu,95022.0,3201414,9405277.56,22805.28,33.38214286,28.23,895.93,70.97,80,38,30,6.6
Coconut ,2003,Whole Year ,West Bengal,24443.0,317488500,2419368.14,5866.32,12370.06944,25.84,1423.27,73.79,85,40,45,6.2
Jute,2003,Kharif     ,West Bengal,620421.0,8366723,61409270.58,148901.04,14.47764706,25.84,1423.27,73.79,85,40,45,6.2
Mesta,2003,Kharif     ,West Bengal,9715.0,98807,961590.7,2331.6,11.30461538,25.84,1423.27,73.79,85,40,45,6.2
Potato,2003,Whole Year ,West Bengal,308425.0,7621635,30527906.5,74022.0,21.86777778,25.84,1423.27,73.79,85,40,45,6.2
Sannhamp,2003,Whole Year ,West Bengal,1273.0,6669,126001.54,305.52,5.142857143,25.84,1423.27,73.79,85,40,45,6.2
Sugarcane,2003,Whole Year ,West Bengal,16903.0,1252628,1673058.94,4056.72,74.46533333,25.84,1423.27,73.79,85,40,45,6.2
Banana,2004,Whole Year ,Karnataka,41977.0,526898,4547788.18,8815.17,16.32777778,23.16,994.53,69.96,72,42,25,6.9
Coconut ,2004,Whole Year ,Karnataka,383206.0,1551729000,41516538.04,80473.26,4165.395185,23.16,994.53,69.96,72,42,25,6.9
Ginger,2004,Kharif     ,Karnataka,11019.0,143455,1193798.46,2313.99,12.84,23.16,994.53,69.96,72,42,25,6.9
Onion,2004,Whole Year ,Karnataka,136038.0,841333,14738356.92,28567.98,7.8688,23.16,994.53,69.96,72,42,25,6.9
Potato,2004,Whole Year ,Karnataka,51937.0,360759,5626854.58,10906.77,10.17875,23.16,994.53,69.96,72,42,25,6.9
Sweet potato,2004,Whole Year ,Karnataka,3583.0,29199,388182.22,752.43,6.102142857,23.16,994.53,69.96,72,42,25,6.9
Tapioca,2004,Whole Year ,Karnataka,1066.0,8428,115490.44,223.86,9.385,23.16,994.53,69.96,72,42,25,6.9
Banana,2004,Whole Year ,Kerala,58866.0,475371,6377542.44,12361.86,7.803571429,26.76,2080.13,80.59,65,28,50,5.7
Coconut ,2004,Whole Year ,Kerala,899267.0,6001000000,97426586.78,188846.07,6112.145714,26.76,2080.13,80.59,65,28,50,5.7
Garlic,2004,Whole Year ,Kerala,306.0,5202,33152.04,64.26,17.0,26.76,2080.13,80.59,65,28,50,5.7
Sugarcane,2004,Whole Year ,Kerala,1921.0,154300,208121.14,403.41,82.35153846,26.76,2080.13,80.59,65,28,50,5.7
Sweet potato,2004,Whole Year ,Kerala,836.0,10013,90572.24,175.56,11.52769231,26.76,2080.13,80.59,65,28,50,5.7
Tapioca,2004,Whole Year ,Kerala,88486.0,2400043,9586573.24,18582.06,28.10571429,26.76,2080.13,80.59,65,28,50,5.7
Tobacco,2004,Whole Year ,Kerala,40.0,223,4333.6,8.4,5.58,26.76,2080.13,80.59,65,28,50,5.7
Banana,2004,Whole Year ,Meghalaya,6276.0,67838,679941.84,1317.96,10.06571429,17.53,2896.44,82.48,52,16,33,5.6
Coriander,2004,Whole Year ,Meghalaya,53.0,306,5742.02,11.13,5.4925,17.53,2896.44,82.48,52,16,33,5.6
Ginger,2004,Kharif     ,Meghalaya,9222.0,47138,999111.48,1936.62,6.122857143,17.53,2896.44,82.48,52,16,33,5.6
Potato,2004,Whole Year ,Meghalaya,17287.0,141622,1872873.58,3630.27,7.178571429,17.53,2896.44,82.48,52,16,33,5.6
Tapioca,2004,Whole Year ,Meghalaya,3975.0,20644,430651.5,834.75,6.367142857,17.53,2896.44,82.48,52,16,33,5.6
Banana,2004,Whole Year ,Tamil Nadu,81498.0,3461788,8829493.32,17114.58,41.73931034,27.49,1358.53,73.69,80,38,30,6.6
Coconut ,2004,Whole Year ,Tamil Nadu,357056.0,4097000000,38683447.04,74981.76,10877.70276,27.49,1358.53,73.69,80,38,30,6.6
Garlic,2004,Whole Year ,Tamil Nadu,443.0,2632,47994.62,93.03,5.854,27.49,1358.53,73.69,80,38,30,6.6
Ginger,2004,Kharif     ,Tamil Nadu,574.0,11076,62187.16,120.54,19.255,27.49,1358.53,73.69,80,38,30,6.6
Onion,2004,Whole Year ,Tamil Nadu,26491.0,256359,2870034.94,5563.11,9.490357143,27.49,1358.53,73.69,80,38,30,6.6
Potato,2004,Whole Year ,Tamil Nadu,5034.0,79060,545383.56,1057.14,16.0325,27.49,1358.53,73.69,80,38,30,6.6
Sugarcane,2004,Whole Year ,Tamil Nadu,222188.0,24457244,24071847.92,46659.48,104.66,27.49,1358.53,73.69,80,38,30,6.6
Sweet potato,2004,Whole Year ,Tamil Nadu,1397.0,21118,151350.98,293.37,14.9992,27.49,1358.53,73.69,80,38,30,6.6
Tapioca,2004,Whole Year ,Tamil Nadu,110589.0,4563776,11981212.26,23223.69,41.5525,27.49,1358.53,73.69,80,38,30,6.6
Turmeric,2004,Whole Year ,Tamil Nadu,21616.0,118447,2341877.44,4539.36,5.096071429,27.49,1358.53,73.69,80,38,30,6.6
Banana,2005,Whole Year ,Andhra Pradesh,45642.0,935517,5473388.64,9584.82,23.9085,27.95,1192.26,71.1,78,45,22,6.8
Coconut ,2005,Whole Year ,Andhra Pradesh,104438.0,891991928,12524204.96,21931.98,7717.767778,27.95,1192.26,71.1,78,45,22,6.8
Ginger,2005,Whole Year ,Andhra Pradesh,2161.0,16456,259147.12,453.81,5.812222222,27.95,1192.26,71.1,78,45,22,6.8
Maize,2005,Rabi       ,Andhra Pradesh,164827.0,988711,19766053.84,34613.67,6.032272727,27.95,1192.26,71.1,78,45,22,6.8
Mesta,2005,Kharif     ,Andhra Pradesh,49827.0,455487,5975253.84,10463.67,8.926666667,27.95,1192.26,71.1,78,45,22,6.8
Onion,2005,Kharif     ,Andhra Pradesh,20434.0,364201,2450445.28,4291.14,15.5455,27.95,1192.26,71.1,78,45,22,6.8
Onion,2005,Rabi       ,Andhra Pradesh,15952.0,332092,1912963.84,3349.92,20.49047619,27.95,1192.26,71.1,78,45,22,6.8
Potato,2005,Whole Year ,Andhra Pradesh,3275.0,29564,392738.0,687.75,8.895,27.95,1192.26,71.1,78,45,22,6.8
Sugarcane,2005,Whole Year ,Andhra Pradesh,229960.0,17656395,27576803.2,48291.6,83.59,27.95,1192.26,71.1,78,45,22,6.8
Sweet potato,2005,Whole Year ,Andhra Pradesh,1085.0,8726,130113.2,227.85,8.547777778,27.95,1192.26,71.1,78,45,22,6.8
Tapioca,2005,Whole Year ,Andhra Pradesh,15281.0,125986,1832497.52,3209.01,7.2075,27.95,1192.26,71.1,78,45,22,6.8
Banana,2005,Whole Year ,Assam,41967.0,577713,5032682.64,8813.07,13.70555556,22.79,2104.81,77.53,60,18,38,5.8
Coconut ,2005,Whole Year ,Assam,19057.0,204937000,2285315.44,4001.97,8486.539565,22.79,2104.81,77.53,60,18,38,5.8
Jute,2005,Kharif     ,Assam,56757.0,578858,6806299.44,11918.97,10.28740741,22.79,2104.81,77.53,60,18,38,5.8
Potato,2005,Whole Year ,Assam,69638.0,353696,8350988.96,14623.98,5.326296296,22.79,2104.81,77.53,60,18,38,5.8
Sugarcane,2005,Whole Year ,Assam,23426.0,871219,2809245.92,4919.46,37.99444444,22.79,2104.81,77.53,60,18,38,5.8
Arecanut,2005,Whole Year ,Karnataka,161151.0,1033658,19325227.92,33841.71,6.212380952,23.3,1335.41,72.42,72,42,25,6.9
Banana,2005,Whole Year ,Karnataka,43562.0,517257,5223955.04,9148.02,15.48037037,23.3,1335.41,72.42,72,42,25,6.9
Coconut ,2005,Whole Year ,Karnataka,395885.0,1606890000,47474529.2,83135.85,4165.660741,23.3,1335.41,72.42,72,42,25,6.9
Ginger,2005,Whole Year ,Karnataka,21669.0,282411,2598546.48,4550.49,12.82411765,23.3,1335.41,72.42,72,42,25,6.9
Onion,2005,Kharif     ,Karnataka,136344.0,759619,16350372.48,28632.24,6.543913043,23.3,1335.41,72.42,72,42,25,6.9
Onion,2005,Rabi       ,Karnataka,10900.0,112992,1307128.0,2289.0,10.36952381,23.3,1335.41,72.42,72,42,25,6.9
Onion,2005,Summer     ,Karnataka,4075.0,67545,488674.0,855.75,16.31842105,23.3,1335.41,72.42,72,42,25,6.9
Peas & beans (Pulses),2005,Kharif     ,Karnataka,4174.0,25514,500546.08,876.54,5.612105263,23.3,1335.41,72.42,72,42,25,6.9
Peas & beans (Pulses),2005,Rabi       ,Karnataka,686.0,4824,82265.12,144.06,7.193333333,23.3,1335.41,72.42,72,42,25,6.9
Potato,2005,Rabi       ,Karnataka,5416.0,97924,649486.72,1137.36,17.84,23.3,1335.41,72.42,72,42,25,6.9
Potato,2005,Summer     ,Karnataka,317.0,5078,38014.64,66.57,15.45,23.3,1335.41,72.42,72,42,25,6.9
Sugarcane,2005,Whole Year ,Karnataka,221462.0,19647650,26557723.04,46507.02,90.63772727,23.3,1335.41,72.42,72,42,25,6.9
Sweet potato,2005,Whole Year ,Karnataka,3356.0,27360,402451.52,704.76,6.076153846,23.3,1335.41,72.42,72,42,25,6.9
Tapioca,2005,Whole Year ,Karnataka,841.0,6993,100852.72,176.61,9.59,23.3,1335.41,72.42,72,42,25,6.9
Turmeric,2005,Whole Year ,Karnataka,6346.0,33891,761012.32,1332.66,5.556363636,23.3,1335.41,72.42,72,42,25,6.9
Banana,2005,Whole Year ,Kerala,61400.0,491823,7363088.0,12894.0,8.060714286,26.88,2084.75,81.32,65,28,50,5.7
Coconut ,2005,Whole Year ,Kerala,897833.0,6326000000,107668133.4,188544.93,6500.859286,26.88,2084.75,81.32,65,28,50,5.7
Garlic,2005,Whole Year ,Kerala,65.0,1105,7794.8,13.65,17.0,26.88,2084.75,81.32,65,28,50,5.7
Sugarcane,2005,Whole Year ,Kerala,1222.0,91650,146542.24,256.62,66.14538462,26.88,2084.75,81.32,65,28,50,5.7
Sweet potato,2005,Whole Year ,Kerala,711.0,9013,85263.12,149.31,11.48692308,26.88,2084.75,81.32,65,28,50,5.7
Tapioca,2005,Whole Year ,Kerala,90539.0,2568284,10857436.88,19013.19,28.00928571,26.88,2084.75,81.32,65,28,50,5.7
Banana,2005,Whole Year ,Meghalaya,6426.0,71695,770605.92,1349.46,10.22428571,17.85,2764.31,82.42,52,16,33,5.6
Ginger,2005,Kharif     ,Meghalaya,9625.0,53609,1154230.0,2021.25,6.558571429,17.85,2764.31,82.42,52,16,33,5.6
Jute,2005,Kharif     ,Meghalaya,4017.0,35499,481718.64,843.57,7.11,17.85,2764.31,82.42,52,16,33,5.6
Potato,2005,Whole Year ,Meghalaya,17986.0,167030,2156881.12,3777.06,7.768571429,17.85,2764.31,82.42,52,16,33,5.6
Tapioca,2005,Whole Year ,Meghalaya,3989.0,20841,478360.88,837.69,6.392857143,17.85,2764.31,82.42,52,16,33,5.6
Turmeric,2005,Whole Year ,Meghalaya,1817.0,10508,217894.64,381.57,5.621428571,17.85,2764.31,82.42,52,16,33,5.6
Banana,2005,Whole Year ,Tamil Nadu,94648.0,4647635,11350188.16,19876.08,48.51965517,27.9,1894.66,73.91,80,38,30,6.6
Coconut ,2005,Whole Year ,Tamil Nadu,370515.0,4867100000,44432158.8,77808.15,11777.93172,27.9,1894.66,73.91,80,38,30,6.6
Garlic,2005,Whole Year ,Tamil Nadu,428.0,2561,51325.76,89.88,5.854,27.9,1894.66,73.91,80,38,30,6.6
Ginger,2005,Kharif     ,Tamil Nadu,660.0,12735,79147.2,138.6,19.31714286,27.9,1894.66,73.91,80,38,30,6.6
Onion,2005,Whole Year ,Tamil Nadu,29169.0,233796,3497946.48,6125.49,8.07826087,27.9,1894.66,73.91,80,38,30,6.6
Potato,2005,Whole Year ,Tamil Nadu,5005.0,74593,600199.6,1051.05,15.32,27.9,1894.66,73.91,80,38,30,6.6
Sugarcane,2005,Whole Year ,Tamil Nadu,335397.0,35113269,40220808.24,70433.37,102.4842857,27.9,1894.66,73.91,80,38,30,6.6
Sweet potato,2005,Whole Year ,Tamil Nadu,1417.0,29555,169926.64,297.57,20.8868,27.9,1894.66,73.91,80,38,30,6.6
Tapioca,2005,Whole Year ,Tamil Nadu,127122.0,4857440,15244470.24,26695.62,38.21481481,27.9,1894.66,73.91,80,38,30,6.6
Turmeric,2005,Whole Year ,Tamil Nadu,25970.0,143358,3114322.4,5453.7,5.547037037,27.9,1894.66,73.91,80,38,30,6.6
Coconut ,2005,Whole Year ,West Bengal,24884.0,323525800,2984089.28,5225.64,11972.035,25.96,1437.97,74.73,85,40,45,6.2
Jute,2005,Kharif     ,West Bengal,558938.0,7989246,67027844.96,117376.98,14.95882353,25.96,1437.97,74.73,85,40,45,6.2
Mesta,2005,Kharif     ,West Bengal,10358.0,125254,1242131.36,2175.18,11.78285714,25.96,1437.97,74.73,85,40,45,6.2
Potato,2005,Whole Year ,West Bengal,354455.0,7462464,42506243.6,74435.55,19.345,25.96,1437.97,74.73,85,40,45,6.2
Sannhamp,2005,Whole Year ,West Bengal,1257.0,6725,150739.44,263.97,5.41625,25.96,1437.97,74.73,85,40,45,6.2
Sugarcane,2005,Whole Year ,West Bengal,15031.0,1247713,1802517.52,3156.51,80.03066667,25.96,1437.97,74.73,85,40,45,6.2
Banana,2006,Kharif     ,Puducherry,305.0,9890,38951.55,67.1,22.23666667,27.89,1082.72,75.18,88,55,40,7.0
Sugarcane,2006,Kharif     ,Puducherry,2500.0,383706,319275.0,550.0,112.3,27.89,1082.72,75.18,88,55,40,7.0
Tapioca,2006,Kharif     ,Puducherry,357.0,14141,45592.47,78.54,26.93,27.89,1082.72,75.18,88,55,40,7.0
Banana,2006,Kharif     ,Meghalaya,6422.0,72367,820153.62,1412.84,10.31714286,18.05,2184.76,79.82,52,16,33,5.6
Ginger,2006,Kharif     ,Meghalaya,9639.0,57278,1230996.69,2120.58,7.088571429,18.05,2184.76,79.82,52,16,33,5.6
Jute,2006,Rabi       ,Meghalaya,3967.0,35304,506625.57,872.74,7.056666667,18.05,2184.76,79.82,52,16,33,5.6
Potato,2006,Rabi       ,Meghalaya,18173.0,188202,2320873.83,3998.06,8.212857143,18.05,2184.76,79.82,52,16,33,5.6
Tapioca,2006,Kharif     ,Meghalaya,3993.0,20870,509946.03,878.46,6.318571429,18.05,2184.76,79.82,52,16,33,5.6
Turmeric,2006,Rabi       ,Meghalaya,1912.0,14449,244181.52,420.64,6.125714286,18.05,2184.76,79.82,52,16,33,5.6
Banana,2006,Whole Year ,Andhra Pradesh,50286.0,1224106,6422025.06,11062.92,26.19809524,27.65,1343.62,71.34,78,45,22,6.8
Coconut ,2006,Whole Year ,Andhra Pradesh,105043.0,1326398065,13415041.53,23109.46,11710.48222,27.65,1343.62,71.34,78,45,22,6.8
Maize,2006,Rabi       ,Andhra Pradesh,190172.0,1177003,24286866.12,41837.84,6.363181818,27.65,1343.62,71.34,78,45,22,6.8
Mesta,2006,Kharif     ,Andhra Pradesh,61894.0,543574,7904482.74,13616.68,8.692222222,27.65,1343.62,71.34,78,45,22,6.8
Onion,2006,Kharif     ,Andhra Pradesh,18601.0,306843,2375533.71,4092.22,15.37055556,27.65,1343.62,71.34,78,45,22,6.8
Onion,2006,Rabi       ,Andhra Pradesh,12439.0,272602,1588584.69,2736.58,19.59105263,27.65,1343.62,71.34,78,45,22,6.8
Potato,2006,Whole Year ,Andhra Pradesh,3645.0,44728,465502.95,801.9,12.436,27.65,1343.62,71.34,78,45,22,6.8
Sugarcane,2006,Whole Year ,Andhra Pradesh,264333.0,21691638,33757967.43,58153.26,86.37380952,27.65,1343.62,71.34,78,45,22,6.8
Sweet potato,2006,Whole Year ,Andhra Pradesh,997.0,8608,127326.87,219.34,8.821764706,27.65,1343.62,71.34,78,45,22,6.8
Tapioca,2006,Whole Year ,Andhra Pradesh,19732.0,209152,2519973.72,4341.04,8.95,27.65,1343.62,71.34,78,45,22,6.8
Banana,2006,Whole Year ,Assam,43250.0,598857,5523457.5,9515.0,13.70814815,22.91,1531.41,75.46,60,18,38,5.8
Coconut ,2006,Whole Year ,Assam,18595.0,135725000,2374767.45,4090.9,6233.948519,22.91,1531.41,75.46,60,18,38,5.8
Jute,2006,Kharif     ,Assam,57663.0,558564,7364141.73,12685.86,9.352962963,22.91,1531.41,75.46,60,18,38,5.8
Potato,2006,Whole Year ,Assam,77712.0,504557,9924599.52,17096.64,6.657407407,22.91,1531.41,75.46,60,18,38,5.8
Sugarcane,2006,Whole Year ,Assam,26627.0,1055337,3400534.17,5857.94,39.10666667,22.91,1531.41,75.46,60,18,38,5.8
Banana,2006,Whole Year ,Karnataka,42646.0,851437,5446320.66,9382.12,19.95814815,23.26,664.25,70.02,72,42,25,6.9
